,business_id,inspection_business_name,city,description,InspectTypeCnt_Consult,InspectTypeCnt_Routine,InspectTypeCnt_Return,ViolationCnt_Blue,ViolationCnt_Red,SafetyGroup
5886,PR0082340,FRANKIES PIZZA,maple valley,Seating 0-12 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
5887,PR0080363,CHEEKY CAFE,seattle,Seating 13-50 - Risk Category III,0.0,4.0,0.0,3.0,1.0,Average
5888,PR0081041,NYC CAFE & DELI,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
5889,PR0085004,AF OPERATIONS - TRUCK #2,seattle,Mobile Food Unit - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
5890,PR0076802,CHRISTIAN FAITH CENTER,federal way,Non-Profit Institution - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
5891,PR0034289,NAAM THAI CUISINE,seattle,Seating 51-150 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
5892,PR0086661,HUDSON #1477 SPACE CA-14,seatac,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
5893,PR0082891,WEST CITY  KITCHEN,seattle,Seating 51-150 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
5894,PR0002742,EL CENTRO DE LA RAZA,seattle,Non-Profit Institution - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
5895,PR0086521,A PIZZA MART,seattle,Seating 13-50 - Risk Category III,0.0,5.0,0.0,3.0,2.0,Average
5896,PR0086552,METROPOLITAN MARKET #162,sammamish,Meat/Sea Food - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
5897,PR0086527,GENERAL PORPOISE DOUGHNUTS,seattle,Seating 13-50 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
5898,PR0013080,PIZZA HUT #13908,federal way,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
5899,PR0067196,MIDORI TERIYAKI,kirkland,Seating 0-12 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
5900,PR0029347,BELLEVUE CHRISTIAN SCHOOL,clyde hill,Non-Profit Institution - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
5901,PR0083837,CYCLE CAFE,seattle,Seating 51-150 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
5902,PR0084028,FIVE GUYS BURGERS & FRIES,seattle,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
5903,PR0086533,MIAN DIAN,kent,Caterer - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
5904,PR0086577,LADY YUM,seattle,Limited Food Services - no permanent plumbing,0.0,1.0,0.0,0.0,1.0,Average
5905,PR0051973,CLUB@ SEA INTERNATIONAL,seattle,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
5906,PR0086648,BYTE (KC588),seattle,Mobile Food Unit - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
5907,PR0004700,MCDONALD'S  #4119,federal way,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
5908,PR0084973,MIGHTY O DONUTS,seattle,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
5909,PR0083282,TACOS EL TAJIN,algona,Mobile Food Unit - Risk Category III,0.0,2.0,0.0,0.0,1.0,Average
5910,PR0083471,Trader Joe's #131,bellevue,Grocery Store-no seating - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
5911,PR0077304,COCOA BANANA,seattle,Seating 0-12 - Risk Category III,1.0,5.0,0.0,4.0,1.0,Average
5912,PR0086663,"CONGEEZ, INC",seattle,Caterer - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
5913,PR0001097,B F DAY ELEMENTARY SCHOOL KITC,seattle,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
5914,PR0085482,RAVENNA BREWING,seattle,Seating 13-50 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
5915,PR0076118,RAYGUN LOUNGE,seattle,Seating 13-50 - Risk Category II,1.0,1.0,0.0,1.0,0.0,Average
5916,PR0067712,"LA FOGATA MAPLE VALLEY, INC.",maple valley,Seating 51-150 - Risk Category III,1.0,2.0,0.0,0.0,1.0,Average
5917,PR0046367,PALAZZO COFFEE INC,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
5918,PR0076913,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,federal way,Seating 151-250 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
5919,PR0032244,BEAVER LAKE MIDDLE SCHOOL,issaquah,School Lunch Program - Risk II,0.0,2.0,0.0,1.0,0.0,Average
5920,PR0081843,SMOKING MONKEY PIZZA,renton,Seating 13-50 - Risk Category III,1.0,3.0,0.0,1.0,1.0,Average
5921,PR0080544,Burger Town,renton,Seating 13-50 - Risk Category III,1.0,1.0,0.0,1.0,0.0,Average
5922,PR0077519,EL GAUCHO,bellevue,Seating > 250 - Risk Category III,0.0,5.0,0.0,2.0,3.0,Average
5923,PR0005842,HEAVEN SENT FRIED CHICKEN,renton,Seating 0-12 - Risk Category III,1.0,4.0,0.0,2.0,2.0,Average
5924,PR0032421,TEN LEAVES BISTRO,seattle,Seating 51-150 - Risk Category III,1.0,7.0,0.0,2.0,5.0,Low
5925,PR0002315,ASA MERCER MIDDLE SCHOOL,seattle,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
5926,PR0042828,BASKIN ROBBINS,woodinville,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
5927,PR0076808,STARBUCKS COFFEE,snoqualmie,Seating 13-50 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
5928,PR0079539,CITIZEN,seattle,Seating 0-12 - Risk Category III,2.0,4.0,0.0,0.0,3.0,Average
5929,PR0084297,K & F CATERING,bellevue,Caterer - Risk Category III,0.0,3.0,0.0,1.0,1.0,Average
5930,PR0011211,7-ELEVEN STORE #2360-25525D,seattle,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,1.0,Average
5931,PR0069954,BOGUL BOGUL CAFE,federal way,Seating 51-150 - Risk Category III,1.0,3.0,0.0,2.0,1.0,Average
5932,PR0072033,SPECIALTY'S CAFE & BAKERY #113,seattle,Seating 0-12 - Risk Category III,0.0,2.0,0.0,1.0,1.0,Average
5933,PR0066513,GRAND HYATT SEATTLE,seattle,Seating > 250 - Risk Category III,0.0,3.0,0.0,2.0,1.0,Average
5934,PR0008416,JAI THAI,seattle,Seating 51-150 - Risk Category III,1.0,6.0,0.0,1.0,5.0,Low
5935,PR0084220,LONCHERA LA ESPERANZA,federal way,Mobile Food Unit - Risk Category III,1.0,1.0,0.0,0.0,1.0,Average
5936,PR0081866,WALGREENS 13087,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
5937,PR0015104,KANAK INDIAN CUISINE LLC,seattle,Seating 13-50 - Risk Category III,1.0,4.0,0.0,2.0,2.0,Average
5938,PR0005110,7-ELEVEN STORE #23525F,seattle,Seating 0-12 - Risk Category III,1.0,2.0,0.0,0.0,1.0,Average
5939,PR0070250,ACORN CATERING,lake forest park,Caterer - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
5940,PR0076112,CHIPOTLE MEXICAN GRILL #740,redmond,Seating 51-150 - Risk Category III,0.0,3.0,0.0,0.0,2.0,Average
5941,PR0012780,SAIGON PHO & DELI,seattle,Seating 13-50 - Risk Category III,1.0,12.0,1.0,6.0,6.0,Low
5942,PR0085510,AGIT CAFE,federal way,Seating 51-150 - Risk Category III,0.0,3.0,0.0,0.0,3.0,Average
5943,PR0084453,CHERRY STREET COFFEE HOUSE,seattle,Seating 0-12 - Risk Category III,0.0,2.0,0.0,0.0,1.0,Average
5944,PR0069323,METROPOLITAN MARKET  #156,seattle,Bakery-no seating - Risk Category II,1.0,1.0,0.0,1.0,0.0,Average
5945,PR0001759,MAMMA MIA PIZZERIA,seattle,Seating 13-50 - Risk Category III,0.0,3.0,0.0,1.0,2.0,Average
5946,PR0069324,METROPOLITAN MARKET  #156,seattle,Grocery Store-no seating - Risk Category II,1.0,2.0,0.0,0.0,0.0,Average
5947,PR0083366,ALPHA OMICRON PI,seattle,Seating 51-150 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
5948,PR0032965,"ROXY'S DELI  (P & G MEATS, INC)",seattle,Seating 13-50 - Risk Category III,0.0,2.0,0.0,0.0,2.0,Average
5949,PR0012379,CINNABON,seattle,Bakery-no seating - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
5950,PR0084173,NANA'S MEXICAN FAMILY RESTAURANT,seattle,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
5951,PR0069322,METROPOLITAN MARKET  #156,seattle,Seating 13-50 - Risk Category III,1.0,7.0,2.0,2.0,4.0,Average
5952,PR0071179,WATERSHED FC,tukwila,Seating 51-150 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
5953,PR0071163,SAFARI NJEMA RESTAURANT,seattle,Seating 13-50 - Risk Category III,1.0,6.0,0.0,3.0,2.0,Average
5954,PR0004927,TACO TIME,seattle,Seating 13-50 - Risk Category III,1.0,3.0,0.0,0.0,0.0,High
5955,PR0054715,RED ROBIN AMERICA'S GOURMET BURGERS,woodinville,Seating > 250 - Risk Category III,2.0,2.0,0.0,0.0,2.0,Average
5956,PR0067955,SUBWAY,bellevue,Seating 13-50 - Risk Category III,0.0,4.0,0.0,0.0,4.0,Average
5957,PR0083428,BON APPETIT/AMAZON,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
5958,PR0011582,SALMON BAY SCHOOL,seattle,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
5959,PR0084327,FIREFLY,seattle,Seating 151-250 - Risk Category III,1.0,3.0,1.0,0.0,3.0,Average
5960,PR0079582,COWGIRLS ESPRESSO,seattle,Seating 0-12 - Risk Category I,0.0,4.0,0.0,2.0,2.0,Average
5961,PR0071079,COSTCO WHOLESALE,seattle,Meat/Sea Food - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
5962,PR0084033,REAL GREEK @ UWAJIMAYA,seattle,Seating 0-12 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
5963,PR0086553,BLACKBERRY CATERING,shoreline,Caterer - Risk Category II,0.0,1.0,0.0,0.0,1.0,Average
5964,PR0054582,YOKO 3,issaquah,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,1.0,Average
5965,PR0010824,TOSHI'S TERIYAKI,renton,Seating 13-50 - Risk Category III,0.0,3.0,0.0,2.0,1.0,Average
5966,PR0085868,THE BREWMASTER'S TAPROOM,renton,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
5967,PR0078111,SIMPLY SOULFUL CAFE & ESPRESSO,seattle,Seating 0-12 - Risk Category III,0.0,3.0,0.0,0.0,0.0,High
5968,PR0032848,ROLLS & ROLLS PLUS SUSHI,bellevue,Seating 13-50 - Risk Category III,1.0,3.0,0.0,1.0,1.0,Average
5969,PR0010902,BELLEVUE COMMONS CAFE,bellevue,Seating 13-50 - Risk Category III,0.0,5.0,0.0,2.0,3.0,Average
5970,PR0083778,NORMANDY PARK MARKET,normandy park,Meat/Sea Food - Risk Category III,0.0,3.0,0.0,0.0,0.0,High
5971,PR0010291,ENCHANTED VILLAGE & WILD WAVES,federal way,Seating 0-12 - Risk Category II,0.0,1.0,0.0,1.0,0.0,Average
5972,PR0010764,SARA'S COFFEE SHOP,kent,Seating 13-50 - Risk Category III,1.0,3.0,0.0,1.0,2.0,Average
5973,PR0002130,ZETA PSI FRATERNITY,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
5974,PR0016253,ENCHANTED VILLAGE & WILD WAVES,federal way,Seating 0-12 - Risk Category II,0.0,1.0,0.0,1.0,0.0,Average
5975,PR0086609,TIKAL BAKERY,burien,Seating 13-50 - Risk Category II,1.0,0.0,0.0,0.0,0.0,NotInspected
5976,PR0054484,SUBWAY #18543,issaquah,Seating 13-50 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
5977,PR0086242,THE QUARTERS,auburn,Seating 13-50 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
5978,PR0086607,TORTAS OAXAQUENAS CHAVELITA (KC574),seattle,Mobile Food Unit - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
5979,PR0011085,GATOR'S SPORTS BAR & GRILL,kent,Seating 51-150 - Risk Category III,2.0,0.0,0.0,0.0,0.0,NotInspected
5980,PR0073441,MARINEPOLIS SUSHILAND,redmond,Seating 51-150 - Risk Category III,1.0,7.0,3.0,3.0,5.0,Low
5981,PR0068993,WEST SEATTLE FISH HOUSE,seattle,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
5982,PR0016191,EL CAPORAL NORTH BEND INC.,north bend,Seating 51-150 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
5983,PR0065506,POVERTY BAY COFFEE HOUSE CO.,federal way,Seating 51-150 - Risk Category III,2.0,1.0,1.0,0.0,1.0,Average
5984,PR0079734,FEED CO BURGERS,redmond,Seating 51-150 - Risk Category III,0.0,5.0,1.0,2.0,3.0,Average
5985,PR0008685,JACK IN THE BOX #8303,issaquah,Seating 51-150 - Risk Category III,0.0,3.0,0.0,1.0,2.0,Average
5986,PR0071406,QFC #878,redmond,Meat/Sea Food - Risk Category III,2.0,1.0,0.0,0.0,0.0,Average
5987,PR0081725,Enkore Bellevue,bellevue,Seating 51-150 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
5988,PR0033235,NASAI TERIYAKI,kirkland,Seating 13-50 - Risk Category III,1.0,4.0,0.0,2.0,2.0,Average
5989,PR0079596,TOTEM LAKE 76,kirkland,Seating 0-12 - Risk Category III,0.0,4.0,0.0,1.0,3.0,Average
5990,PR0071147,COCONUT THAI RESTAURANT,issaquah,Seating 13-50 - Risk Category III,0.0,5.0,1.0,1.0,3.0,Average
5991,PR0017515,"EL HABANERO, #2",kent,Seating 51-150 - Risk Category III,2.0,6.0,0.0,0.0,6.0,Low
5992,PR0045215,EGG & US OF ISSAQUAH,issaquah,Seating 51-150 - Risk Category III,0.0,4.0,0.0,2.0,2.0,Average
5993,PR0070734,CHINATOWN CAFE #12,seattle,Seating 0-12 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
5994,PR0065089,SOUTHGATE INVESTMENT,seattle,Seating 0-12 - Risk Category III,0.0,4.0,2.0,2.0,2.0,Average
5995,PR0070775,PAPA JOHN'S PIZZA,bellevue,Seating 0-12 - Risk Category III,0.0,5.0,0.0,3.0,2.0,Average
5996,PR0086427,STAR POKE,shoreline,Seating 0-12 - Risk Category III,1.0,3.0,0.0,0.0,2.0,Average
5997,PR0083610,8 BIT ARCADE BAR,renton,Seating 13-50 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
5998,PR0067056,HAIKU BUFFET,redmond,Seating > 250 - Risk Category III,1.0,11.0,2.0,5.0,7.0,Low
5999,PR0005738,KATIE J'S,renton,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
6000,PR0086636,PHO TRANG,federal way,Seating 13-50 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
6001,PR0082279,TASTE OF THE CARIBBEAN,seattle,Seating 51-150 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
6002,PR0076604,RAINIER CHRISTIAN SCHOOLS - KENT,auburn,Non-Profit Institution - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
6003,PR0085426,DOLLAR TREE #6400,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
6004,PR0005209,BLINKER TAVERN,kent,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
6005,PR0077453,PUERTO VALLARTA,covington,Seating > 250 - Risk Category III,1.0,2.0,0.0,0.0,2.0,Average
6006,PR0080961,Subway,redmond,Seating 13-50 - Risk Category III,1.0,2.0,0.0,1.0,1.0,Average
6007,PR0084092,99 PARK,bellevue,Seating 151-250 - Risk Category III,0.0,3.0,0.0,1.0,2.0,Average
6008,PR0076253,ENCHANTED VILLAGE & WILD WAVES,federal way,Mobile Food Unit - Risk Category I,0.0,1.0,0.0,1.0,0.0,Average
6009,PR0023393,BOEING CO -,renton,Seating 51-150 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
6010,PR0005548,KENT MERIDAN HS,kent,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
6011,PR0082895,RAIN SHADOW MEATS SQUARED,seattle,Seating 13-50 - Risk Category III,1.0,2.0,0.0,1.0,0.0,Average
6012,PR0072235,QFC #820,redmond,Seating 0-12 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
6013,PR0041443,BELLEVUE SILVER CLOUD INN,bellevue,Seating 13-50 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
6014,PR0070792,ENCHANTED VILLAGE & WILD WAVES,federal way,Mobile Food Unit - Risk Category I,0.0,2.0,0.0,2.0,0.0,Average
6015,PR0081018,CHANDALA THAI CUISINE,seattle,Seating 13-50 - Risk Category III,1.0,1.0,0.0,0.0,1.0,Average
6016,PR0023480,BOEING CO. -,renton,Seating 151-250 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
6017,PR0011038,WHY TOO GROCERY,renton,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
6018,PR0071929,KITANDA,kirkland,Seating 0-12 - Risk Category III,0.0,2.0,0.0,0.0,2.0,Average
6019,PR0055429,SAFECO FIELD,seattle,Seating 0-12 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
6020,PR0078071,SAIMIN SAYS,kent,Seating 13-50 - Risk Category III,1.0,6.0,2.0,2.0,4.0,Average
6021,PR0017813,CHEVRON 68TH AVE,kent,Seating 0-12 - Risk Category III,2.0,1.0,0.0,1.0,0.0,Average
6022,PR0042818,FRED MEYER INC #179,seattle,Seating 13-50 - Risk Category III,0.0,8.0,1.0,6.0,2.0,Average
6023,PR0046760,SLIDE THRU,kent,Mobile Food Unit - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
6024,PR0071283,TIENDA MI PUEBLITO,seattle,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
6025,PR0001124,BASKIN-ROBBINS,seattle,Seating 0-12 - Risk Category II,0.0,1.0,0.0,0.0,0.0,Average
6026,PR0079681,QFC #891,seattle,Seating 0-12 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
6027,PR0051678,SAFEWAY INC DBA HAGGEN,woodinville,Grocery Store-no seating - Risk Category II,2.0,0.0,0.0,0.0,0.0,NotInspected
6028,PR0005035,I LOVE RAMEN,federal way,Seating 13-50 - Risk Category III,0.0,3.0,0.0,1.0,2.0,Average
6029,PR0070749,STUMBLING MONK,seattle,Seating 13-50 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
6030,PR0049349,ALBERTSONS #410,seattle,Meat/Sea Food - Risk Category III,1.0,2.0,0.0,0.0,1.0,Average
6031,PR0005010,WENDY'S,federal way,Seating 51-150 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
6032,PR0040143,RITE AID #5218,seattle,Grocery Store-no seating - Risk Category I,0.0,2.0,0.0,1.0,1.0,Average
6033,PR0070266,SCRATCH DELI,seattle,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
6034,PR0079679,QFC #891,seattle,Bakery-no seating - Risk Category II,1.0,1.0,0.0,1.0,0.0,Average
6035,PR0086711,MOR FIRE,seattle,Seating 13-50 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
6036,PR0044084,12TH AVE CAFE,issaquah,Seating 13-50 - Risk Category III,0.0,8.0,0.0,4.0,4.0,Average
6037,PR0086209,L'OURSIN,seattle,Seating 51-150 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
6038,PR0084870,BON APPETIT CATERING - K1,seattle,Seating 51-150 - Risk Category III,1.0,2.0,0.0,0.0,0.0,Average
6039,PR0056639,STARBUCKS COFFEE #3296,seattle,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
6040,PR0086432,CRFT BEERS,auburn,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
6041,PR0005779,KENT PHOENIX ACADEMY,kent,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
6042,PR0085652,"THIRD EYE GRILL INDIAN, MEDITERRANEAN & NEPALESE RESTAURANT",kent,Seating 0-12 - Risk Category III,0.0,2.0,0.0,2.0,0.0,Average
6043,PR0083058,WILDFIN NORTHWEST,renton,Seating 151-250 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
6044,PR0070214,JAVA JANE,shoreline,Seating 0-12 - Risk Category I,0.0,1.0,0.0,0.0,1.0,Average
6045,PR0051689,SAFEWAY INC DBA HAGGEN,woodinville,Meat/Sea Food - Risk Category III,2.0,1.0,0.0,0.0,0.0,Average
6046,PR0005845,EZ MART PEACE J LLC,auburn,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,1.0,Average
6047,PR0085854,GENESEE HILL SCHOOL,seattle,School Lunch Program - Risk II,0.0,1.0,0.0,0.0,0.0,Average
6048,PR0077801,BLUE C SUSHI,bellevue,Seating 151-250 - Risk Category III,1.0,6.0,0.0,3.0,3.0,Average
6049,PR0081066,BOEING 18-25 / EUREST,kent,Seating > 250 - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
6050,PR0072051,BANYAN TREE RESTAURANT,kent,Seating 51-150 - Risk Category III,1.0,3.0,0.0,1.0,2.0,Average
6051,PR0040216,QFC #840,issaquah,Seating 0-12 - Risk Category III,0.0,5.0,0.0,2.0,3.0,Average
6052,PR0068006,WHISKY BAR,seattle,Seating 13-50 - Risk Category III,1.0,4.0,2.0,0.0,5.0,Low
6053,PR0011566,AUBURN EAGLES,auburn,Seating 151-250 - Risk Category III,0.0,2.0,0.0,0.0,0.0,Average
6054,PR0003582,RAINIER VIEW ELEMENTARY SCHOOL,seattle,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
6055,PR0045681,CHEVRON STATION #1005,renton,Seating 0-12 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
6056,PR0079662,DUBSEA COFFEE,seattle,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
6057,PR0051681,SAFEWAY INC DBA HAGGEN,woodinville,Bakery-no seating - Risk Category II,2.0,0.0,0.0,0.0,0.0,NotInspected
6058,PR0079680,QFC #891,seattle,Meat/Sea Food - Risk Category III,1.0,2.0,0.0,1.0,1.0,Average
6059,PR0085414,GUCKENHEIMER CAFE,redmond,Seating 51-150 - Risk Category III,0.0,3.0,0.0,1.0,1.0,Average
6060,PR0068788,MARV'S FAMOUS,seattle,Mobile Food Unit - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
6061,PR0014985,SULTAN  GRILL,seattle,Seating 13-50 - Risk Category III,0.0,8.0,4.0,3.0,8.0,Low
6062,PR0052110,A & S PETROLEUM LCC,kenmore,Seating 0-12 - Risk Category III,1.0,6.0,0.0,4.0,1.0,Average
6063,PR0071401,QFC #878,redmond,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
6064,PR0086866,I LOVE MY GFF,seattle,Mobile Food Unit - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
6065,PR0071405,QFC #878,redmond,Meat/Sea Food - Risk Category III,2.0,1.0,0.0,0.0,0.0,Average
6066,PR0080344,Mi Casa Market,renton,Meat/Sea Food - Risk Category III,0.0,1.0,0.0,0.0,0.0,Average
6067,PR0004486,ENCHANTED VILLAGE & WILD WAVES,federal way,Seating 0-12 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
6068,PR0078073,FIVE GUYS FAMOUS BURGERS & FRIES,renton,Seating 51-150 - Risk Category III,1.0,0.0,0.0,0.0,0.0,NotInspected
6069,PR0083771,QUEEN BEE CAFE,seattle,Seating 0-12 - Risk Category III,1.0,3.0,0.0,1.0,0.0,High
6070,PR0005971,JACKSONS #630,renton,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
6071,PR0083174,OUTSIDE THE BOX,bellevue,Mobile Food Unit - Risk Category III,3.0,1.0,0.0,0.0,0.0,Average
6072,PR0002954,HOLY ROSARY CATHOLIC CHUR,seattle,School Lunch Program - Risk II,0.0,2.0,0.0,0.0,0.0,Average
6073,PR0076993,FANO'S CUISINE,seattle,Seating 13-50 - Risk Category III,0.0,2.0,0.0,2.0,0.0,Average
6074,PR0084581,MARKET HALL,seattle,Seating 13-50 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
6075,PR0081434,LUCKY SEAFOOD,seattle,Meat/Sea Food - Risk Category III,1.0,2.0,0.0,1.0,0.0,Average
6076,PR0086532,RED PEPPER PIZERIA AND PASTA,carnation,Seating 13-50 - Risk Category III,0.0,2.0,0.0,1.0,1.0,Average
6077,PR0086464,CVS PHARMACY #10794,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
6078,PR0067001,RESTAURANT  LA CANASTA,burien,Seating 13-50 - Risk Category III,0.0,1.0,0.0,0.0,1.0,Average
6079,PR0086485,CREATE!,kent,Seating 13-50 - Risk Category II,1.0,1.0,0.0,1.0,0.0,Average
6080,PR0055079,WHOLE FOODS MARKET,seattle,Seating 0-12 - Risk Category III,2.0,1.0,0.0,0.0,0.0,Average
6081,PR0077605,FOUR SEASONS HOTEL SEATTLE,seattle,Seating 151-250 - Risk Category III,1.0,1.0,0.0,0.0,0.0,Average
6082,PR0083195,DOLLAR TREE #5276,woodinville,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
6083,PR0081674,BAKED,seattle,Bakery-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
6084,PR0006018,7-ELEVEN STORE #2360-21833C,woodinville,Seating 0-12 - Risk Category III,2.0,2.0,0.0,1.0,1.0,Average
6085,PR0083280,STARBUCKS COFFEE,renton,Seating 51-150 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
6086,PR0005898,LA HACIENDA SANTA FE,renton,Seating 151-250 - Risk Category III,0.0,5.0,0.0,3.0,2.0,Average
6087,PR0079409,VERITE COFFEE/ CUPCAKE ROYALE,seattle,Seating 13-50 - Risk Category II,1.0,1.0,0.0,1.0,0.0,Average
6088,PR0025942,NIKO'S GYROS,seattle,Seating 13-50 - Risk Category III,1.0,4.0,0.0,1.0,2.0,Average
6089,PR0084123,FRUIT CHATTER BOX (KC286),bellevue,Mobile Food Unit - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
6090,PR0002749,"SHELL GAS STATION,  #110",seattle,Seating 0-12 - Risk Category III,0.0,4.0,0.0,1.0,1.0,Average
6091,PR0009820,LAZY K'S PIZZA & PASTA,carnation,Seating 13-50 - Risk Category III,0.0,1.0,0.0,1.0,0.0,Average
6092,PR0067424,BARTELL DRUGS #56,seattle,Grocery Store-no seating - Risk Category I,0.0,1.0,0.0,0.0,0.0,Average
6093,PR0056969,STARBUCKS COFFEE #3294,seattle,Seating 13-50 - Risk Category II,1.0,1.0,0.0,0.0,0.0,Average
6094,PR0006208,COMBO RESTAURANT,bellevue,Seating 13-50 - Risk Category III,1.0,6.0,0.0,4.0,2.0,Average
6095,PR0081771,BANANAS GRILL,seattle,Seating 13-50 - Risk Category III,1.0,2.0,0.0,0.0,2.0,Average
